NOMESIGMAI,NOMESIG,NOME,UF,GEOCODIGO,LATITUDE,LATITUDEGM,LONGITUDE,LONGITUDEG,RGINT,RGI
BARRA BONITASP,Barra BonitaSP,Barra Bonita,SP,"3505302",-22.495,22° 29' 42.0'' S,-48.558,48° 33' 28.8'' O,Bauru,Jaú
BARRA DO CHAPÉUSP,Barra do ChapéuSP,Barra do Chapéu,SP,"3505351",-24.473,24° 28' 22.8'' S,-49.025,49° 1' 30.0'' O,Sorocaba,Itapeva
BARRA DO TURVOSP,Barra do TurvoSP,Barra do Turvo,SP,"3505401",-24.756,24° 45' 21.6'' S,-48.505,48° 30' 18.0'' O,Sorocaba,Registro
BARRETOSSP,BarretosSP,Barretos,SP,"3505500",-20.557,20° 33' 25.2'' S,-48.568,48° 34' 4.8'' O,Ribeirão Preto,Barretos
BARRINHASP,BarrinhaSP,Barrinha,SP,"3505609",-21.194,21° 11' 38.4'' S,-48.164,48° 9' 50.4'' O,Ribeirão Preto,Ribeirão Preto
BARUERISP,BarueriSP,Barueri,SP,"3505708",-23.511,23° 30' 39.6'' S,-46.876,46° 52' 33.6'' O,São Paulo,São Paulo
BASTOSSP,BastosSP,Bastos,SP,"3505807",-21.922,21° 55' 19.2'' S,-50.734,50° 44' 2.4'' O,Marília,Tupã
BATATAISSP,BatataisSP,Batatais,SP,"3505906",-20.891,20° 53' 27.6'' S,-47.585,47° 35' 6.0'' O,Ribeirão Preto,Ribeirão Preto
BAURUSP,BauruSP,Bauru,SP,"3506003",-22.315,22° 18' 54.0'' S,-49.061,49° 3' 39.6'' O,Bauru,Bauru
BEBEDOUROSP,BebedouroSP,Bebedouro,SP,"3506102",-20.949,20° 56' 56.4'' S,-48.479,48° 28' 44.4'' O,Ribeirão Preto,Barretos
BENTO DE ABREUSP,Bento de AbreuSP,Bento de Abreu,SP,"3506201",-21.271,21° 16' 15.6'' S,-50.812,50° 48' 43.2'' O,Araçatuba,Araçatuba
BERNARDINO DE CAMPOSSP,Bernardino de CamposSP,Bernardino de Campos,SP,"3506300",-23.013,23° 0' 46.8'' S,-49.474,49° 28' 26.4'' O,Marília,Ourinhos
BERTIOGASP,BertiogaSP,Bertioga,SP,"3506359",-23.843334,23° 50' 36.01'' S,-46.13734,46° 8' 14.43'' O,São Paulo,Santos
BILACSP,BilacSP,Bilac,SP,"3506409",-21.403,21° 24' 10.8'' S,-50.471,50° 28' 15.6'' O,Araçatuba,Birigui - Penápolis
BIRIGUISP,BiriguiSP,Birigui,SP,"3506508",-21.289,21° 17' 20.4'' S,-50.34,50° 20' 24.0'' O,Araçatuba,Birigui - Penápolis
BIRITIBA-MIRIMSP,Biritiba-MirimSP,Biritiba-Mirim,SP,"3506607",-23.5685,23° 34' 6.6'' S,-46.03953,46° 2' 22.31'' O,São Paulo,São Paulo
BOA ESPERANÇA DO SULSP,Boa Esperança do SulSP,Boa Esperança do Sul,SP,"3506706",-21.993,21° 59' 34.8'' S,-48.391,48° 23' 27.6'' O,Araraquara,Araraquara
BOCAINASP,BocainaSP,Bocaina,SP,"3506805",-22.136,22° 8' 9.6'' S,-48.518,48° 31' 4.8'' O,Bauru,Jaú
BOFETESP,BofeteSP,Bofete,SP,"3506904",-23.102,23° 6' 7.2'' S,-48.258,48° 15' 28.8'' O,Bauru,Botucatu
BOITUVASP,BoituvaSP,Boituva,SP,"3507001",-23.283,23° 16' 58.8'' S,-47.672,47° 40' 19.2'' O,Sorocaba,Sorocaba
BOM JESUS DOS PERDÕESSP,Bom Jesus dos PerdõesSP,Bom Jesus dos Perdões,SP,"3507100",-23.125576,23° 7' 32.08'' S,-46.4714,46° 28' 17.04'' O,Campinas,Bragança Paulista
BOM SUCESSO DE ITARARÉSP,Bom Sucesso de ItararéSP,Bom Sucesso de Itararé,SP,"3507159",-24.318,24° 19' 4.8'' S,-49.144,49° 8' 38.4'' O,Sorocaba,Itapeva
BORÁSP,BoráSP,Borá,SP,"3507209",-22.2695,22° 16' 10.2'' S,-50.544655,50° 32' 40.75'' O,Marília,Assis
BORACÉIASP,BoracéiaSP,Boracéia,SP,"3507308",-22.193,22° 11' 34.8'' S,-48.779,48° 46' 44.4'' O,Bauru,Jaú
BORBOREMASP,BorboremaSP,Borborema,SP,"3507407",-21.62,21° 37' 12.0'' S,-49.074,49° 4' 26.4'' O,Araraquara,Araraquara
BOREBISP,BorebiSP,Borebi,SP,"3507456",-22.569,22° 34' 8.4'' S,-48.971,48° 58' 15.6'' O,Bauru,Bauru
BOTUCATUSP,BotucatuSP,Botucatu,SP,"3507506",-22.886,22° 53' 9.6'' S,-48.445,48° 26' 42.0'' O,Bauru,Botucatu
BRAGANÇA PAULISTASP,Bragança PaulistaSP,Bragança Paulista,SP,"3507605",-22.952,22° 57' 7.2'' S,-46.542,46° 32' 31.2'' O,Campinas,Bragança Paulista
BRAÚNASP,BraúnaSP,Braúna,SP,"3507704",-21.499,21° 29' 56.4'' S,-50.316,50° 18' 57.6'' O,Araçatuba,Birigui - Penápolis
BREJO ALEGRESP,Brejo AlegreSP,Brejo Alegre,SP,"3507753",-21.166,21° 9' 57.6'' S,-50.185,50° 11' 6.0'' O,Araçatuba,Birigui - Penápolis
BRODOWSKISP,BrodowskiSP,Brodowski,SP,"3507803",-20.991,20° 59' 27.6'' S,-47.659,47° 39' 32.4'' O,Ribeirão Preto,Ribeirão Preto
BROTASSP,BrotasSP,Brotas,SP,"3507902",-22.284,22° 17' 2.4'' S,-48.127,48° 7' 37.2'' O,Bauru,Jaú
BURISP,BuriSP,Buri,SP,"3508009",-23.798,23° 47' 52.8'' S,-48.593,48° 35' 34.8'' O,Sorocaba,Itapeva
BURITAMASP,BuritamaSP,Buritama,SP,"3508108",-21.066,21° 3' 57.6'' S,-50.147,50° 8' 49.2'' O,Araçatuba,Birigui - Penápolis
BURITIZALSP,BuritizalSP,Buritizal,SP,"3508207",-20.191,20° 11' 27.6'' S,-47.708,47° 42' 28.8'' O,Ribeirão Preto,Ituverava
CABRÁLIA PAULISTASP,Cabrália PaulistaSP,Cabrália Paulista,SP,"3508306",-22.456,22° 27' 21.6'' S,-49.338,49° 20' 16.8'' O,Bauru,Bauru
CABREÚVASP,CabreúvaSP,Cabreúva,SP,"3508405",-23.308,23° 18' 28.8'' S,-47.133,47° 7' 58.8'' O,Campinas,Jundiaí
CAÇAPAVASP,CaçapavaSP,Caçapava,SP,"3508504",-23.105995,23° 6' 21.58'' S,-45.70642,45° 42' 23.12'' O,São José dos Campos,São José dos Campos
CACHOEIRA PAULISTASP,Cachoeira PaulistaSP,Cachoeira Paulista,SP,"3508603",-22.665,22° 39' 54.0'' S,-45.009445,45° 0' 34.0'' O,São José dos Campos,Cruzeiro
CACONDESP,CacondeSP,Caconde,SP,"3508702",-21.529,21° 31' 44.4'' S,-46.644,46° 38' 38.4'' O,Campinas,São José do Rio Pardo - Mococa
CAFELÂNDIASP,CafelândiaSP,Cafelândia,SP,"3508801",-21.803,21° 48' 10.8'' S,-49.61,49° 36' 36.0'' O,Bauru,Lins
CAIABUSP,CaiabuSP,Caiabu,SP,"3508900",-22.012012,22° 0' 43.25'' S,-51.236053,51° 14' 9.79'' O,Presidente Prudente,Presidente Prudente
CAIEIRASSP,CaieirasSP,Caieiras,SP,"3509007",-23.364,23° 21' 50.4'' S,-46.741,46° 44' 27.6'' O,São Paulo,São Paulo
CAIUÁSP,CaiuáSP,Caiuá,SP,"3509106",-21.831728,21° 49' 54.22'' S,-51.98986,51° 59' 23.5'' O,Presidente Prudente,Presidente Epitácio-Presidente Venceslau
CAJAMARSP,CajamarSP,Cajamar,SP,"3509205",-23.356,23° 21' 21.6'' S,-46.877,46° 52' 37.2'' O,São Paulo,São Paulo
CAJATISP,CajatiSP,Cajati,SP,"3509254",-24.727837,24° 43' 40.21'' S,-48.110992,48° 6' 39.57'' O,Sorocaba,Registro
CAJOBISP,CajobiSP,Cajobi,SP,"3509304",-20.88,20° 52' 48.0'' S,-48.809,48° 48' 32.4'' O,Ribeirão Preto,Barretos
CAJURUSP,CajuruSP,Cajuru,SP,"3509403",-21.275,21° 16' 30.0'' S,-47.304,47° 18' 14.4'' O,Ribeirão Preto,Ribeirão Preto
CAMPINA DO MONTE ALEGRESP,Campina do Monte AlegreSP,Campina do Monte Alegre,SP,"3509452",-23.592,23° 35' 31.2'' S,-48.477,48° 28' 37.2'' O,Sorocaba,Itapetininga
CAMPINASSP,CampinasSP,Campinas,SP,"3509502",-23.025913,23° 1' 33.29'' S,-47.12088,47° 7' 15.17'' O,Campinas,Campinas
CAMPO LIMPO PAULISTASP,Campo Limpo PaulistaSP,Campo Limpo Paulista,SP,"3509601",-23.206,23° 12' 21.6'' S,-46.784,46° 47' 2.4'' O,Campinas,Jundiaí
CAMPOS DO JORDÃOSP,Campos do JordãoSP,Campos do Jordão,SP,"3509700",-22.739445,22° 44' 22.0'' S,-45.59139,45° 35' 29.0'' O,São José dos Campos,Taubaté - Pindamonhangaba
CAMPOS NOVOS PAULISTASP,Campos Novos PaulistaSP,Campos Novos Paulista,SP,"3509809",-22.603,22° 36' 10.8'' S,-50.003,50° 0' 10.8'' O,Marília,Marília
CANANÉIASP,CananéiaSP,Cananéia,SP,"3509908",-25.016909,25° 1' 0.87'' S,-47.928482,47° 55' 42.54'' O,Sorocaba,Registro
CANASSP,CanasSP,Canas,SP,"3509957",-22.703611,22° 42' 13.0'' S,-45.05528,45° 3' 19.0'' O,São José dos Campos,Guaratinguetá
CÂNDIDO MOTASP,Cândido MotaSP,Cândido Mota,SP,"3510005",-22.746,22° 44' 45.6'' S,-50.387,50° 23' 13.2'' O,Marília,Assis
CÂNDIDO RODRIGUESSP,Cândido RodriguesSP,Cândido Rodrigues,SP,"3510104",-21.325,21° 19' 30.0'' S,-48.631,48° 37' 51.6'' O,Araraquara,Araraquara
CANITARSP,CanitarSP,Canitar,SP,"3510153",-23.006,23° 0' 21.6'' S,-49.783,49° 46' 58.8'' O,Marília,Ourinhos
CAPÃO BONITOSP,Capão BonitoSP,Capão Bonito,SP,"3510203",-24.006,24° 0' 21.6'' S,-48.349,48° 20' 56.4'' O,Sorocaba,Itapeva
CAPELA DO ALTOSP,Capela do AltoSP,Capela do Alto,SP,"3510302",-23.471,23° 28' 15.6'' S,-47.735,47° 44' 6.0'' O,Sorocaba,Sorocaba
CAPIVARISP,CapivariSP,Capivari,SP,"3510401",-22.995,22° 59' 42.0'' S,-47.508,47° 30' 28.8'' O,Campinas,Piracicaba
CARAGUATATUBASP,CaraguatatubaSP,Caraguatatuba,SP,"3510500",-23.621994,23° 37' 19.18'' S,-45.411552,45° 24' 41.59'' O,São José dos Campos,Caraguatatuba - Ubatuba - São Sebastião
CARAPICUÍBASP,CarapicuíbaSP,Carapicuíba,SP,"3510609",-23.523,23° 31' 22.8'' S,-46.836,46° 50' 9.6'' O,São Paulo,São Paulo
CARDOSOSP,CardosoSP,Cardoso,SP,"3510708",-20.082,20° 4' 55.2'' S,-49.914,49° 54' 50.4'' O,São José do Rio Preto,Votuporanga
CASA BRANCASP,Casa BrancaSP,Casa Branca,SP,"3510807",-21.774,21° 46' 26.4'' S,-47.086,47° 5' 9.6'' O,Campinas,São João da Boa Vista
CÁSSIA DOS COQUEIROSSP,Cássia dos CoqueirosSP,Cássia dos Coqueiros,SP,"3510906",-21.283,21° 16' 58.8'' S,-47.17,47° 10' 12.0'' O,Ribeirão Preto,Ribeirão Preto
CASTILHOSP,CastilhoSP,Castilho,SP,"3511003",-20.872,20° 52' 19.2'' S,-51.488,51° 29' 16.8'' O,Araçatuba,Andradina
CATANDUVASP,CatanduvaSP,Catanduva,SP,"3511102",-21.138,21° 8' 16.8'' S,-48.973,48° 58' 22.8'' O,São José do Rio Preto,Catanduva
CATIGUÁSP,CatiguáSP,Catiguá,SP,"3511201",-21.049,21° 2' 56.4'' S,-49.058,49° 3' 28.8'' O,São José do Rio Preto,Catanduva
CEDRALSP,CedralSP,Cedral,SP,"3511300",-20.903,20° 54' 10.8'' S,-49.268,49° 16' 4.8'' O,São José do Rio Preto,São José do Rio Preto
CERQUEIRA CÉSARSP,Cerqueira CésarSP,Cerqueira César,SP,"3511409",-23.036,23° 2' 9.6'' S,-49.166,49° 9' 57.6'' O,Sorocaba,Avaré
CERQUILHOSP,CerquilhoSP,Cerquilho,SP,"3511508",-23.165,23° 9' 54.0'' S,-47.744,47° 44' 38.4'' O,Sorocaba,Sorocaba
CESÁRIO LANGESP,Cesário LangeSP,Cesário Lange,SP,"3511607",-23.227,23° 13' 37.2'' S,-47.953,47° 57' 10.8'' O,Sorocaba,Tatuí
CHARQUEADASP,CharqueadaSP,Charqueada,SP,"3511706",-22.51,22° 30' 36.0'' S,-47.778,47° 46' 40.8'' O,Campinas,Piracicaba
CLEMENTINASP,ClementinaSP,Clementina,SP,"3511904",-21.56,21° 33' 36.0'' S,-50.449,50° 26' 56.4'' O,Araçatuba,Birigui - Penápolis
COLINASP,ColinaSP,Colina,SP,"3512001",-20.713,20° 42' 46.8'' S,-48.541,48° 32' 27.6'' O,Ribeirão Preto,Barretos
COLÔMBIASP,ColômbiaSP,Colômbia,SP,"3512100",-20.176,20° 10' 33.6'' S,-48.689,48° 41' 20.4'' O,Ribeirão Preto,Barretos
CONCHALSP,ConchalSP,Conchal,SP,"3512209",-22.3393,22° 20' 21.48'' S,-47.16923,47° 10' 9.23'' O,Campinas,Araras
CONCHASSP,ConchasSP,Conchas,SP,"3512308",-23.015,23° 0' 54.0'' S,-48.011,48° 0' 39.6'' O,Bauru,Botucatu
CORDEIRÓPOLISSP,CordeirópolisSP,Cordeirópolis,SP,"3512407",-22.482,22° 28' 55.2'' S,-47.457,47° 27' 25.2'' O,Campinas,Limeira
COROADOSSP,CoroadosSP,Coroados,SP,"3512506",-21.352,21° 21' 7.2'' S,-50.281,50° 16' 51.6'' O,Araçatuba,Birigui - Penápolis
CORONEL MACEDOSP,Coronel MacedoSP,Coronel Macedo,SP,"3512605",-23.631,23° 37' 51.6'' S,-49.314,49° 18' 50.4'' O,Sorocaba,Avaré
CORUMBATAÍSP,CorumbataíSP,Corumbataí,SP,"3512704",-22.22,22° 13' 12.0'' S,-47.626,47° 37' 33.6'' O,Campinas,Rio Claro
COSMÓPOLISSP,CosmópolisSP,Cosmópolis,SP,"3512803",-22.646,22° 38' 45.6'' S,-47.196,47° 11' 45.6'' O,Campinas,Campinas
COSMORAMASP,CosmoramaSP,Cosmorama,SP,"3512902",-20.478,20° 28' 40.8'' S,-49.778,49° 46' 40.8'' O,São José do Rio Preto,Votuporanga
COTIASP,CotiaSP,Cotia,SP,"3513009",-23.604,23° 36' 14.4'' S,-46.919,46° 55' 8.4'' O,São Paulo,São Paulo
CRAVINHOSSP,CravinhosSP,Cravinhos,SP,"3513108",-21.34,21° 20' 24.0'' S,-47.729,47° 43' 44.4'' O,Ribeirão Preto,Ribeirão Preto
CRISTAIS PAULISTASP,Cristais PaulistaSP,Cristais Paulista,SP,"3513207",-20.403782,20° 24' 13.61'' S,-47.420208,47° 25' 12.75'' O,Ribeirão Preto,Franca
CRUZÁLIASP,CruzáliaSP,Cruzália,SP,"3513306",-22.742315,22° 44' 32.33'' S,-50.792904,50° 47' 34.45'' O,Marília,Assis
CRUZEIROSP,CruzeiroSP,Cruzeiro,SP,"3513405",-22.57376,22° 34' 25.53'' S,-44.958916,44° 57' 32.09'' O,São José dos Campos,Cruzeiro
CUBATÃOSP,CubatãoSP,Cubatão,SP,"3513504",-23.925526,23° 55' 31.89'' S,-46.4134,46° 24' 48.24'' O,São Paulo,Santos
CUNHASP,CunhaSP,Cunha,SP,"3513603",-23.072512,23° 4' 21.04'' S,-44.95926,44° 57' 33.33'' O,São José dos Campos,Guaratinguetá
DESCALVADOSP,DescalvadoSP,Descalvado,SP,"3513702",-21.904,21° 54' 14.4'' S,-47.619,47° 37' 8.4'' O,Araraquara,São Carlos
DIADEMASP,DiademaSP,Diadema,SP,"3513801",-23.686,23° 41' 9.6'' S,-46.623,46° 37' 22.8'' O,São Paulo,São Paulo
DIRCE REISSP,Dirce ReisSP,Dirce Reis,SP,"3513850",-20.466,20° 27' 57.6'' S,-50.606,50° 36' 21.6'' O,São José do Rio Preto,Jales
DIVINOLÂNDIASP,DivinolândiaSP,Divinolândia,SP,"3513900",-21.661,21° 39' 39.6'' S,-46.739,46° 44' 20.4'' O,Campinas,São José do Rio Pardo - Mococa
DOBRADASP,DobradaSP,Dobrada,SP,"3514007",-21.517,21° 31' 1.2'' S,-48.394,48° 23' 38.4'' O,Araraquara,Araraquara
DOIS CÓRREGOSSP,Dois CórregosSP,Dois Córregos,SP,"3514106",-22.366,22° 21' 57.6'' S,-48.38,48° 22' 48.0'' O,Bauru,Jaú
DOLCINÓPOLISSP,DolcinópolisSP,Dolcinópolis,SP,"3514205",-20.123,20° 7' 22.8'' S,-50.513,50° 30' 46.8'' O,São José do Rio Preto,Jales
DOURADOSP,DouradoSP,Dourado,SP,"3514304",-22.112926,22° 6' 46.54'' S,-48.313847,48° 18' 49.85'' O,Araraquara,São Carlos
DRACENASP,DracenaSP,Dracena,SP,"3514403",-21.482954,21° 28' 58.64'' S,-51.53309,51° 31' 59.13'' O,Presidente Prudente,Dracena
DUARTINASP,DuartinaSP,Duartina,SP,"3514502",-22.414,22° 24' 50.4'' S,-49.404,49° 24' 14.4'' O,Bauru,Bauru
DUMONTSP,DumontSP,Dumont,SP,"3514601",-21.236,21° 14' 9.6'' S,-47.973,47° 58' 22.8'' O,Ribeirão Preto,Ribeirão Preto
ECHAPORÃSP,EchaporãSP,Echaporã,SP,"3514700",-22.429,22° 25' 44.4'' S,-50.201,50° 12' 3.6'' O,Marília,Marília
ELDORADOSP,EldoradoSP,Eldorado,SP,"3514809",-24.52,24° 31' 12.0'' S,-48.108,48° 6' 28.8'' O,Sorocaba,Registro
ELIAS FAUSTOSP,Elias FaustoSP,Elias Fausto,SP,"3514908",-23.043,23° 2' 34.8'' S,-47.374,47° 22' 26.4'' O,Campinas,Campinas
ELISIÁRIOSP,ElisiárioSP,Elisiário,SP,"3514924",-21.166,21° 9' 57.6'' S,-49.112,49° 6' 43.2'' O,São José do Rio Preto,Catanduva
EMBAÚBASP,EmbaúbaSP,Embaúba,SP,"3514957",-20.983,20° 58' 58.8'' S,-48.836,48° 50' 9.6'' O,São José do Rio Preto,Catanduva
EMBU DAS ARTESSP,Embu das ArtesSP,Embu das Artes,SP,"3515004",-23.649,23° 38' 56.4'' S,-46.852,46° 51' 7.2'' O,São Paulo,São Paulo
EMBU-GUAÇUSP,Embu-GuaçuSP,Embu-Guaçu,SP,"3515103",-23.832,23° 49' 55.2'' S,-46.811,46° 48' 39.6'' O,São Paulo,São Paulo
EMILIANÓPOLISSP,EmilianópolisSP,Emilianópolis,SP,"3515129",-21.8329,21° 49' 58.44'' S,-51.48301,51° 28' 58.84'' O,Presidente Prudente,Presidente Prudente
ENGENHEIRO COELHOSP,Engenheiro CoelhoSP,Engenheiro Coelho,SP,"3515152",-22.488,22° 29' 16.8'' S,-47.215,47° 12' 54.0'' O,Campinas,Limeira
ESPÍRITO SANTO DO PINHALSP,Espírito Santo do PinhalSP,Espírito Santo do Pinhal,SP,"3515186",-22.194033,22° 11' 38.52'' S,-46.75417,46° 45' 15.01'' O,Campinas,São João da Boa Vista
ESPÍRITO SANTO DO TURVOSP,Espírito Santo do TurvoSP,Espírito Santo do Turvo,SP,"3515194",-22.692,22° 41' 31.2'' S,-49.43,49° 25' 48.0'' O,Marília,Ourinhos
ESTRELA D'OESTESP,Estrela D'oesteSP,Estrela D'oeste,SP,"3515202",-20.288,20° 17' 16.8'' S,-50.401,50° 24' 3.6'' O,São José do Rio Preto,Fernandópolis
ESTRELA DO NORTESP,Estrela do NorteSP,Estrela do Norte,SP,"3515301",-22.487936,22° 29' 16.57'' S,-51.66005,51° 39' 36.18'' O,Presidente Prudente,Presidente Prudente
EUCLIDES DA CUNHA PAULISTASP,Euclides da Cunha PaulistaSP,Euclides da Cunha Paulista,SP,"3515350",-22.556885,22° 33' 24.79'' S,-52.592564,52° 35' 33.24'' O,Presidente Prudente,Presidente Prudente
FARTURASP,FarturaSP,Fartura,SP,"3515400",-23.392979,23° 23' 34.72'' S,-49.499237,49° 29' 57.26'' O,Marília,Piraju
FERNANDÓPOLISSP,FernandópolisSP,Fernandópolis,SP,"3515509",-20.284,20° 17' 2.4'' S,-50.246,50° 14' 45.6'' O,São José do Rio Preto,Fernandópolis
FERNANDO PRESTESSP,Fernando PrestesSP,Fernando Prestes,SP,"3515608",-21.264,21° 15' 50.4'' S,-48.685,48° 41' 6.0'' O,São José do Rio Preto,Catanduva
FERNÃOSP,FernãoSP,Fernão,SP,"3515657",-22.359,22° 21' 32.4'' S,-49.521,49° 31' 15.6'' O,Marília,Marília
FERRAZ DE VASCONCELOSSP,Ferraz de VasconcelosSP,Ferraz de Vasconcelos,SP,"3515707",-23.540018,23° 32' 24.06'' S,-46.374557,46° 22' 28.4'' O,São Paulo,São Paulo
FLORA RICASP,Flora RicaSP,Flora Rica,SP,"3515806",-21.675972,21° 40' 33.5'' S,-51.380657,51° 22' 50.37'' O,Presidente Prudente,Dracena
FLOREALSP,FlorealSP,Floreal,SP,"3515905",-20.677,20° 40' 37.2'' S,-50.145,50° 8' 42.0'' O,São José do Rio Preto,Votuporanga
FLÓRIDA PAULISTASP,Flórida PaulistaSP,Flórida Paulista,SP,"3516002",-21.614994,21° 36' 53.98'' S,-51.174053,51° 10' 26.6'' O,Presidente Prudente,Adamantina - Lucélia
FLORÍNIASP,FloríniaSP,Florínia,SP,"3516101",-22.90395,22° 54' 14.22'' S,-50.73125,50° 43' 52.5'' O,Marília,Assis
FRANCASP,FrancaSP,Franca,SP,"3516200",-20.539,20° 32' 20.4'' S,-47.401,47° 24' 3.6'' O,Ribeirão Preto,Franca
FRANCISCO MORATOSP,Francisco MoratoSP,Francisco Morato,SP,"3516309",-23.282,23° 16' 55.2'' S,-46.745,46° 44' 42.0'' O,São Paulo,São Paulo
FRANCO DA ROCHASP,Franco da RochaSP,Franco da Rocha,SP,"3516408",-23.322,23° 19' 19.2'' S,-46.727,46° 43' 37.2'' O,São Paulo,São Paulo
GABRIEL MONTEIROSP,Gabriel MonteiroSP,Gabriel Monteiro,SP,"3516507",-21.531,21° 31' 51.6'' S,-50.555,50° 33' 18.0'' O,Araçatuba,Birigui - Penápolis
GÁLIASP,GáliaSP,Gália,SP,"3516606",-22.291,22° 17' 27.6'' S,-49.553,49° 33' 10.8'' O,Marília,Marília
GARÇASP,GarçaSP,Garça,SP,"3516705",-22.211,22° 12' 39.6'' S,-49.656,49° 39' 21.6'' O,Marília,Marília
GASTÃO VIDIGALSP,Gastão VidigalSP,Gastão Vidigal,SP,"3516804",-20.799,20° 47' 56.4'' S,-50.187,50° 11' 13.2'' O,Araçatuba,Araçatuba
GAVIÃO PEIXOTOSP,Gavião PeixotoSP,Gavião Peixoto,SP,"3516853",-21.839,21° 50' 20.4'' S,-48.495,48° 29' 42.0'' O,Araraquara,Araraquara
GENERAL SALGADOSP,General SalgadoSP,General Salgado,SP,"3516903",-20.648,20° 38' 52.8'' S,-50.361,50° 21' 39.6'' O,Araçatuba,Araçatuba
GETULINASP,GetulinaSP,Getulina,SP,"3517000",-21.799,21° 47' 56.4'' S,-49.929,49° 55' 44.4'' O,Marília,Marília
GLICÉRIOSP,GlicérioSP,Glicério,SP,"3517109",-21.384,21° 23' 2.4'' S,-50.211,50° 12' 39.6'' O,Araçatuba,Birigui - Penápolis
GUAIÇARASP,GuaiçaraSP,Guaiçara,SP,"3517208",-21.622,21° 37' 19.2'' S,-49.799,49° 47' 56.4'' O,Bauru,Lins
GUAIMBÊSP,GuaimbêSP,Guaimbê,SP,"3517307",-21.91,21° 54' 36.0'' S,-49.897,49° 53' 49.2'' O,Marília,Marília
GUAÍRASP,GuaíraSP,Guaíra,SP,"3517406",-20.318,20° 19' 4.8'' S,-48.311,48° 18' 39.6'' O,Ribeirão Preto,Barretos
GUAPIAÇUSP,GuapiaçuSP,Guapiaçu,SP,"3517505",-20.795,20° 47' 42.0'' S,-49.22,49° 13' 12.0'' O,São José do Rio Preto,São José do Rio Preto
GUAPIARASP,GuapiaraSP,Guapiara,SP,"3517604",-24.185,24° 11' 6.0'' S,-48.533,48° 31' 58.8'' O,Sorocaba,Itapeva
GUARÁSP,GuaráSP,Guará,SP,"3517703",-20.428,20° 25' 40.8'' S,-47.824,47° 49' 26.4'' O,Ribeirão Preto,Ituverava
GUARAÇAÍSP,GuaraçaíSP,Guaraçaí,SP,"3517802",-21.033329,21° 1' 59.98'' S,-51.20928,51° 12' 33.4'' O,Araçatuba,Andradina
GUARACISP,GuaraciSP,Guaraci,SP,"3517901",-20.49957,20° 29' 58.45'' S,-48.9449,48° 56' 41.64'' O,Ribeirão Preto,Barretos
GUARANI D'OESTESP,Guarani D'oesteSP,Guarani D'oeste,SP,"3518008",-20.075,20° 4' 30.0'' S,-50.339,50° 20' 20.4'' O,São José do Rio Preto,Fernandópolis
GUARANTÃSP,GuarantãSP,Guarantã,SP,"3518107",-21.895,21° 53' 42.0'' S,-49.59,49° 35' 24.0'' O,Bauru,Lins
GUARARAPESSP,GuararapesSP,Guararapes,SP,"3518206",-21.261,21° 15' 39.6'' S,-50.643,50° 38' 34.8'' O,Araçatuba,Araçatuba
GUARAREMASP,GuararemaSP,Guararema,SP,"3518305",-23.414501,23° 24' 52.2'' S,-46.035496,46° 2' 7.79'' O,São Paulo,São Paulo
GUARATINGUETÁSP,GuaratinguetáSP,Guaratinguetá,SP,"3518404",-22.81639,22° 48' 59.0'' S,-45.1925,45° 11' 33.0'' O,São José dos Campos,Guaratinguetá
GUAREÍSP,GuareíSP,Guareí,SP,"3518503",-23.373,23° 22' 22.8'' S,-48.184,48° 11' 2.4'' O,Sorocaba,Itapetininga
GUARIBASP,GuaribaSP,Guariba,SP,"3518602",-21.36,21° 21' 36.0'' S,-48.228,48° 13' 40.8'' O,Ribeirão Preto,Ribeirão Preto
GUARUJÁSP,GuarujáSP,Guarujá,SP,"3518701",-23.978998,23° 58' 44.39'' S,-46.20945,46° 12' 34.02'' O,São Paulo,Santos
GUARULHOSSP,GuarulhosSP,Guarulhos,SP,"3518800",-23.463,23° 27' 46.8'' S,-46.533,46° 31' 58.8'' O,São Paulo,São Paulo
GUATAPARÁSP,GuataparáSP,Guatapará,SP,"3518859",-21.497,21° 29' 49.2'' S,-48.038,48° 2' 16.8'' O,Ribeirão Preto,Ribeirão Preto
GUZOLÂNDIASP,GuzolândiaSP,Guzolândia,SP,"3518909",-20.65,20° 38' 60.0'' S,-50.662,50° 39' 43.2'' O,Araçatuba,Araçatuba
HERCULÂNDIASP,HerculândiaSP,Herculândia,SP,"3519006",-21.996359,21° 59' 46.89'' S,-50.389553,50° 23' 22.39'' O,Marília,Tupã
HOLAMBRASP,HolambraSP,Holambra,SP,"3519055",-22.633,22° 37' 58.8'' S,-47.056,47° 3' 21.6'' O,Campinas,Campinas
HORTOLÂNDIASP,HortolândiaSP,Hortolândia,SP,"3519071",-22.858,22° 51' 28.8'' S,-47.22,47° 13' 12.0'' O,Campinas,Campinas
IACANGASP,IacangaSP,Iacanga,SP,"3519105",-21.892286,21° 53' 32.23'' S,-49.022247,49° 1' 20.08'' O,Bauru,Bauru
IACRISP,IacriSP,Iacri,SP,"3519204",-21.858,21° 51' 28.8'' S,-50.689,50° 41' 20.4'' O,Marília,Tupã
IARASSP,IarasSP,Iaras,SP,"3519253",-22.871,22° 52' 15.6'' S,-49.163,49° 9' 46.8'' O,Sorocaba,Avaré
